name	AAs	terminus	labelAtoms	formula	losses	id	monoMass	structural	shortName	hidden	type
Hex(2)HexNAc(3)NeuAc(1)Sulf(1) (ST)	S, T		None	H76C47N4O36S	H76C47N4O36S	1678	1304.395996	true		true	non_hardcoded
Hex(2)HexNAc(3)NeuAc(2) (ST)	S, T		None	H93C58N5O41	H93C58N5O41	1717	1515.534598	true		true	non_hardcoded
Hex(2)HexNAc(3)NeuAc(3) (ST)	S, T		None	H110C69N6O49	H110C69N6O49	1749	1806.630015	true		true	non_hardcoded
Hex(2)HexNAc(3)NeuGc(1) (ST)	S, T		None	H76C47N4O34	H76C47N4O34	1665	1240.434096	true		true	non_hardcoded
Hex(2)HexNAc(3)NeuGc(2) (ST)	S, T		None	H93C58N5O43	H93C58N5O43	1725	1547.524427	true		true	non_hardcoded
Hex(2)HexNAc(3)NeuGc(3) (ST)	S, T		None	H110C69N6O52	H110C69N6O52	1752	1854.614759	true		true	non_hardcoded
Hex(2)HexNAc(3)Sulf(1) (ST)	S, T		None	H59C36N3O28S	H59C36N3O28S	1626	1013.300579	true		true	non_hardcoded
Hex(2)HexNAc(4) (N)	N		None	H72C44N4O30	H72C44N4O30	1646	1136.423137	true		true	non_hardcoded
Hex(2)HexNAc(4) (ST)	S, T		None	H72C44N4O30	H72C44N4O30	1646	1136.423137	true		true	non_hardcoded
Hex(2)HexNAc(4)NeuAc(1) (ST)	S, T		None	H89C55N5O38	H89C55N5O38	1700	1427.518554	true		true	non_hardcoded
Hex(2)HexNAc(5) (ST)	S, T		None	H85C52N5O35	H85C52N5O35	1685	1339.50251	true		true	non_hardcoded
Hex(2)NeuAc(1) (ST)	S, T		None	H37C23NO18	H37C23NO18	1444	615.201064	true		true	non_hardcoded
Hex(2)Pent(2) (ST)	S, T		None	H36C22O18	H36C22O18	1936	588.190165	true		true	non_hardcoded
Hex(2)Pent(2)Me(1) (ST)	S, T		None	H38C23O18	H38C23O18	1937	602.205815	true		true	non_hardcoded
Hex(2)Sulf(1) (ST)	S, T		None	H20C12O13S	H20C12O13S	1932	404.062462	true		true	non_hardcoded
Hex(3) (N)	N		None	H30C18O15	H30C18O15	144	486.158471	true	3Hx	true	non_hardcoded
Hex(3) (ST)	S, T		None	H30C18O15	H30C18O15	144	486.158471	true	3Hx	true	non_hardcoded
Hex(3)HexNAc(1) (N)	N		None	H43C26NO20	H43C26NO20	1566	689.237843	true		true	non_hardcoded
Hex(3)HexNAc(1) (ST)	S, T		None	H43C26NO20	H43C26NO20	1566	689.237843	true		true	non_hardcoded
Hex(3)HexNAc(1)HexA(1) (ST)	S, T		None	H51C32NO26	H51C32NO26	1940	865.269931	true		true	non_hardcoded
Hex(3)HexNAc(1)Me(1) (ST)	S, T		None	H45C27NO20	H45C27NO20	1571	703.253493	true		true	non_hardcoded
Hex(3)HexNAc(1)Pent(1) (N)	N		None	H51C31NO24	H51C31NO24	154	821.280102	true	K3e	true	non_hardcoded
Hex(3)HexNAc(2) (N)	N		None	H56C34N2O25	H56C34N2O25	159	892.317216	true	1K3	true	non_hardcoded
Hex(3)HexNAc(2) (ST)	S, T		None	H56C34N2O25	H56C34N2O25	159	892.317216	true	1K3	true	non_hardcoded
Hex(3)HexNAc(2)NeuAc(1) (N)	N		None	H73C45N3O33	H73C45N3O33	1455	1183.412632	true		true	non_hardcoded
Hex(3)HexNAc(2)NeuAc(2) (ST)	S, T		None	H90C56N4O41	H90C56N4O41	1712	1474.508049	true		true	non_hardcoded
Hex(3)HexNAc(2)Pent(1) (N)	N		None	H64C39N2O29	H64C39N2O29	1451	1024.359475	true		true	non_hardcoded
Hex(3)HexNAc(2)Phos(1) (N)	N		None	H57C34N2O28P	H57C34N2O28P	161	972.283547	true		true	non_hardcoded
Hex(3)HexNAc(3) (N)	N		None	H69C42N3O30	H69C42N3O30	1763	1095.396588	true	G0c	true	non_hardcoded
Hex(3)HexNAc(3) (ST)	S, T		None	H69C42N3O30	H69C42N3O30	1763	1095.396588	true	G0c	true	non_hardcoded
Hex(3)HexNAc(3)NeuAc(1) (ST)	S, T		None	H86C53N4O38	H86C53N4O38	1692	1386.492005	true		true	non_hardcoded
Hex(3)HexNAc(3)NeuAc(1)Sulf(1) (ST)	S, T		None	H86C53N4O41S	H86C53N4O41S	1711	1466.44882	true		true	non_hardcoded
Hex(3)HexNAc(3)NeuAc(2) (ST)	S, T		None	H103C64N5O46	H103C64N5O46	1738	1677.587422	true		true	non_hardcoded
Hex(3)HexNAc(3)NeuAc(2)Sulf(1) (ST)	S, T		None	H103C64N5O49S	H103C64N5O49S	1745	1757.544236	true		true	non_hardcoded
Hex(3)HexNAc(3)NeuAc(3) (ST)	S, T		None	H120C75N6O54	H120C75N6O54	1968	1968.682838	true		true	non_hardcoded
Hex(3)HexNAc(3)NeuGc(1) (ST)	S, T		None	H86C53N4O39	H86C53N4O39	1696	1402.48692	true		true	non_hardcoded
Hex(3)HexNAc(3)NeuGc(1)Sulf(1) (ST)	S, T		None	H86C53N4O42S	H86C53N4O42S	1713	1482.443734	true		true	non_hardcoded
Hex(3)HexNAc(3)Pent(1) (N)	N		None	H77C47N3O34	H77C47N3O34	1457	1227.438847	true		true	non_hardcoded
Hex(3)HexNAc(3)Sulf(1) (N)	N		None	H69C42N3O33S	H69C42N3O33S	1655	1175.353403	true		true	non_hardcoded
Hex(3)HexNAc(3)Sulf(1) (ST)	S, T		None	H69C42N3O33S	H69C42N3O33S	1655	1175.353403	true		true	non_hardcoded
Hex(3)HexNAc(4) (N)	N		None	H82C50N4O35	H82C50N4O35	309	1298.475961	true	1G0	true	non_hardcoded
Hex(3)HexNAc(4) (ST)	S, T		None	H82C50N4O35	H82C50N4O35	309	1298.475961	true	1G0	true	non_hardcoded
Hex(3)HexNAc(4)NeuAc(1) (N)	N		None	H99C61N5O43	H99C61N5O43	1488	1589.571378	true		true	non_hardcoded
Hex(3)HexNAc(4)NeuAc(2) (N)	N		None	H116C72N6O51	H116C72N6O51	1964	1880.666794	true		true	non_hardcoded
Hex(3)HexNAc(4)Pent(1) (N)	N		None	H90C55N4O39	H90C55N4O39	1469	1430.51822	true		true	non_hardcoded
Hex(3)HexNAc(4)Sulf(1) (N)	N		None	H82C50N4O38S	H82C50N4O38S	1464	1378.432776	true		true	non_hardcoded
Hex(3)HexNAc(5) (N)	N		None	H95C58N5O40	H95C58N5O40	1772	1501.555334	true	G0N	true	non_hardcoded
Hex(3)HexNAc(5) (ST)	S, T		None	H95C58N5O40	H95C58N5O40	1772	1501.555334	true	G0N	true	non_hardcoded
Hex(3)HexNAc(5)NeuAc(1) (N)	N		None	H112C69N6O48	H112C69N6O48	1961	1792.65075	true		true	non_hardcoded
Hex(3)HexNAc(5)Sulf(1) (N)	N		None	H95C58N5O43S	H95C58N5O43S	1486	1581.512148	true		true	non_hardcoded
Hex(3)HexNAc(6) (N)	N		None	H108C66N6O45	H108C66N6O45	1776	1704.634706	true		true	non_hardcoded
Hex(3)HexNAc(6) (ST)	S, T		None	H108C66N6O45	H108C66N6O45	1776	1704.634706	true		true	non_hardcoded
Hex(3)HexNAc(6)NeuAc(1) (N)	N		None	H125C77N7O53	H125C77N7O53	1561	1995.730123	true		true	non_hardcoded
Hex(3)HexNAc(6)Sulf(1) (N)	N		None	H108C66N6O48S	H108C66N6O48S	1517	1784.591521	true		true	non_hardcoded
Hex(3)HexNAc(6)Sulf(2) (N)	N		None	H108C66N6O51S2	H108C66N6O51S2	1530	1864.548335	true		true	non_hardcoded
Hex(3)HexNAc(7) (N)	N		None	H121C74N7O50	H121C74N7O50	1540	1907.714079	true		true	non_hardcoded
Hex(3)HexNAc(7)Sulf(1) (N)	N		None	H121C74N7O53S	H121C74N7O53S	1558	1987.670893	true		true	non_hardcoded
Hex(4) (ST)	S, T		None	H40C24O20	H40C24O20	1448	648.211294	true		true	non_hardcoded
Hex(4)HexA(1) (ST)	S, T		None	H48C30O26	H48C30O26	1938	824.243382	true		true	non_hardcoded
Hex(4)HexA(1)HexNAc(1) (ST)	S, T		None	H61C38NO31	H61C38NO31	1945	1027.322755	true		true	non_hardcoded
Hex(4)HexNAc(1) (N)	N		None	H53C32NO25	H53C32NO25	1599	851.290667	true		true	non_hardcoded
Hex(4)HexNAc(1) (ST)	S, T		None	H53C32NO25	H53C32NO25	1599	851.290667	true		true	non_hardcoded
Hex(4)HexNAc(2) (N)	N		None	H66C40N2O30	H66C40N2O30	1452	1054.370039	true		true	non_hardcoded
Hex(4)HexNAc(2)NeuAc(1) (N)	N		None	H83C51N3O38	H83C51N3O38	1461	1345.465456	true		true	non_hardcoded
Hex(4)HexNAc(2)NeuAc(1) (ST)	S, T		None	H83C51N3O38	H83C51N3O38	1461	1345.465456	true		true	non_hardcoded
Hex(4)HexNAc(2)Pent(1) (N)	N		None	H74C45N2O34	H74C45N2O34	1456	1186.412298	true		true	non_hardcoded
Hex(4)HexNAc(3) (N)	N		None	H79C48N3O35	H79C48N3O35	1769	1257.449412	true	G1c	true	non_hardcoded
Hex(4)HexNAc(3) (ST)	S, T		None	H79C48N3O35	H79C48N3O35	1769	1257.449412	true	G1c	true	non_hardcoded
Hex(4)HexNAc(3)NeuAc(1) (N)	N		None	H96C59N4O43	H96C59N4O43	1773	1548.544828	true		true	non_hardcoded
Hex(4)HexNAc(3)NeuAc(1) (ST)	S, T		None	H96C59N4O43	H96C59N4O43	1773	1548.544828	true		true	non_hardcoded
Hex(4)HexNAc(3)NeuAc(2) (N)	N		None	H113C70N5O51	H113C70N5O51	1524	1839.640245	true		true	non_hardcoded
Hex(4)HexNAc(3)NeuGc(1) (N)	N		None	H96C59N4O44	H96C59N4O44	1483	1564.539743	true		true	non_hardcoded
Hex(4)HexNAc(3)Pent(1) (N)	N		None	H87C53N3O39	H87C53N3O39	1466	1389.491671	true		true	non_hardcoded
Hex(4)HexNAc(4) (N)	N		None	H92C56N4O40	H92C56N4O40	310	1460.528784	true	1G1	true	non_hardcoded
Hex(4)HexNAc(4) (ST)	S, T		None	H92C56N4O40	H92C56N4O40	310	1460.528784	true	1G1	true	non_hardcoded
Hex(4)HexNAc(4)Me(2)Pent(1) (N)	N		None	H104C63N4O44	H104C63N4O44	1491	1620.602343	true		true	non_hardcoded
Hex(4)HexNAc(4)NeuAc(1) (N)	N		None	H109C67N5O48	H109C67N5O48	1777	1751.624201	true	G1S	true	non_hardcoded
Hex(4)HexNAc(4)NeuAc(1) (ST)	S, T		None	H109C67N5O48	H109C67N5O48	1777	1751.624201	true	G1S	true	non_hardcoded
Hex(4)HexNAc(4)NeuAc(1)Sulf(2) (ST)	S, T		None	H109C67N5O54S2	H109C67N5O54S2	1756	1911.53783	true		true	non_hardcoded
Hex(4)HexNAc(4)NeuAc(1)Sulf(3) (ST)	S, T		None	H109C67N5O57S3	H109C67N5O57S3	1759	1991.494645	true		true	non_hardcoded
Hex(4)HexNAc(4)NeuGc(1) (N)	N		None	H109C67N5O49	H109C67N5O49	1959	1767.619116	true		true	non_hardcoded
Hex(4)HexNAc(4)NeuGc(1) (ST)	S, T		None	H109C67N5O49	H109C67N5O49	1959	1767.619116	true		true	non_hardcoded
Hex(4)HexNAc(4)NeuGc(1)Sulf(2) (ST)	S, T		None	H109C67N5O55S2	H109C67N5O55S2	1757	1927.532745	true		true	non_hardcoded
Hex(4)HexNAc(4)Pent(1) (N)	N		None	H100C61N4O44	H100C61N4O44	1489	1592.571043	true		true	non_hardcoded
Hex(4)HexNAc(4)Sulf(1) (N)	N		None	H92C56N4O43S	H92C56N4O43S	1479	1540.485599	true		true	non_hardcoded
Hex(4)HexNAc(4)Sulf(2) (ST)	S, T		None	H92C56N4O46S2	H92C56N4O46S2	1732	1620.442414	true		true	non_hardcoded
Hex(4)HexNAc(5) (N)	N		None	H105C64N5O45	H105C64N5O45	1496	1663.608157	true		true	non_hardcoded
Hex(4)HexNAc(5)NeuAc(1) (N)	N		None	H122C75N6O53	H122C75N6O53	1551	1954.703574	true		true	non_hardcoded
Hex(4)HexNAc(5)Sulf(1) (N)	N		None	H105C64N5O48S	H105C64N5O48S	1513	1743.564972	true		true	non_hardcoded
Hex(4)HexNAc(6) (N)	N		None	H118C72N6O50	H118C72N6O50	1532	1866.68753	true		true	non_hardcoded
Hex(4)Phos(1) (ST)	S, T		None	H41C24O23P	H41C24O23P	1575	728.177625	true		true	non_hardcoded
Hex(5) (ST)	S, T		None	H50C30O25	H50C30O25	1590	810.264117	true	5Hx	true	non_hardcoded
Hex(5)HexA(1) (ST)	S, T		None	H58C36O31	H58C36O31	1944	986.296206	true		true	non_hardcoded
Hex(5)HexNAc(1) (N)	N		None	H63C38NO30	H63C38NO30	1627	1013.34349	true		true	non_hardcoded
Hex(5)HexNAc(1) (ST)	S, T		None	H63C38NO30	H63C38NO30	1627	1013.34349	true		true	non_hardcoded
Hex(5)HexNAc(2) (N)	N		None	H76C46N2O35	H76C46N2O35	137	1216.422863	true	G2d	true	non_hardcoded
Hex(5)HexNAc(2)Phos(1) (N)	N		None	H77C46N2O38P	H77C46N2O38P	1458	1296.389194	true		true	non_hardcoded
Hex(5)HexNAc(3) (N)	N		None	H89C54N3O40	H89C54N3O40	1468	1419.502235	true		true	non_hardcoded
Hex(5)HexNAc(3)Pent(1) (N)	N		None	H97C59N3O44	H97C59N3O44	1482	1551.544494	true		true	non_hardcoded
Hex(5)HexNAc(4) (N)	N		None	H102C62N4O45	H102C62N4O45	311	1622.581608	true	1G2	true	non_hardcoded
Hex(5)HexNAc(4) (ST)	S, T		None	H102C62N4O45	H102C62N4O45	311	1622.581608	true	1G2	true	non_hardcoded
Hex(5)HexNAc(4)Me(2)Pent(1) (N)	N		None	H114C69N4O49	H114C69N4O49	1516	1782.655167	true		true	non_hardcoded
Hex(5)HexNAc(4)NeuAc(1) (N)	N		None	H119C73N5O53	H119C73N5O53	1409	1913.677025	true	G2S	true	non_hardcoded
Hex(5)HexNAc(4)NeuAc(1)Ac(1) (N)	N		None	H121C75N5O54	H121C75N5O54	1967	1955.687589	true		true	non_hardcoded
Hex(5)HexNAc(4)NeuAc(1)Ac(2) (N)	N		None	H123C77N5O55	H123C77N5O55	1969	1997.698154	true		true	non_hardcoded
Hex(5)HexNAc(4)NeuAc(1)Sulf(1) (N)	N		None	H119C73N5O56S	H119C73N5O56S	1560	1993.633839	true		true	non_hardcoded
Hex(5)HexNAc(4)NeuAc(2) (N)	N		None	H136C84N6O61	H136C84N6O61	1408	2204.772441	true	G2W	true	non_hardcoded
Hex(5)HexNAc(4)NeuGc(1) (N)	N		None	H119C73N5O54	H119C73N5O54	1545	1929.671939	true		true	non_hardcoded
Hex(5)HexNAc(4)Sulf(1) (N)	N		None	H102C62N4O48S	H102C62N4O48S	1503	1702.538423	true		true	non_hardcoded
Hex(5)HexNAc(5) (N)	N		None	H115C70N5O50	H115C70N5O50	1780	1825.660981	true		true	non_hardcoded
Hex(5)HexNAc(5) (ST)	S, T		None	H115C70N5O50	H115C70N5O50	1780	1825.660981	true		true	non_hardcoded
Hex(5)Phos(1) (ST)	S, T		None	H51C30O28P	H51C30O28P	1604	890.230448	true		true	non_hardcoded
Hex(5)Phos(3) (ST)	S, T		None	H53C30O34P3	H53C30O34P3	1632	1050.16311	true		true	non_hardcoded
Hex(6)HexNAc(1) (N)	N		None	H73C44NO35	H73C44NO35	1947	1175.396314	true		true	non_hardcoded
Hex(6)HexNAc(2) (N)	N		None	H86C52N2O40	H86C52N2O40	1465	1378.475686	true		true	non_hardcoded
Hex(6)HexNAc(2)Phos(1) (N)	N		None	H87C52N2O43P	H87C52N2O43P	1470	1458.442017	true		true	non_hardcoded
Hex(6)HexNAc(3) (N)	N		None	H99C60N3O45	H99C60N3O45	1487	1581.555059	true		true	non_hardcoded
Hex(6)HexNAc(3)Phos(1) (N)	N		None	H100C60N3O48P	H100C60N3O48P	1495	1661.52139	true		true	non_hardcoded
Hex(6)HexNAc(4) (N)	N		None	H112C68N4O50	H112C68N4O50	1779	1784.634431	true		true	non_hardcoded
Hex(6)HexNAc(4) (ST)	S, T		None	H112C68N4O50	H112C68N4O50	1779	1784.634431	true		true	non_hardcoded
Hex(6)HexNAc(4)Me(3) (N)	N		None	H118C71N4O50	H118C71N4O50	1522	1826.681382	true		true	non_hardcoded
Hex(6)HexNAc(4)Me(3)Pent(1) (N)	N		None	H126C76N4O54	H126C76N4O54	1552	1958.72364	true		true	non_hardcoded
Hex(6)HexNAc(5) (N)	N		None	H125C76N5O55	H125C76N5O55	1559	1987.713804	true		true	non_hardcoded
Hex(6)HexNAc(5)NeuAc(3) (N)	N		None	H176C109N8O79	H176C109N8O79	2028	2861.000054	true		true	non_hardcoded
Hex(6)Phos(1) (ST)	S, T		None	H61C36O33P	H61C36O33P	1633	1052.283272	true		true	non_hardcoded
Hex(6)Phos(3) (ST)	S, T		None	H63C36O39P3	H63C36O39P3	1659	1212.215934	true		true	non_hardcoded
Hex(7)HexNAc(1) (N)	N		None	H83C50NO40	H83C50NO40	1460	1337.449137	true		true	non_hardcoded
Hex(7)HexNAc(2) (N)	N		None	H96C58N2O45	H96C58N2O45	1480	1540.52851	true		true	non_hardcoded
Hex(7)HexNAc(2)Phos(1) (N)	N		None	H97C58N2O48P	H97C58N2O48P	1490	1620.494841	true		true	non_hardcoded
Hex(7)HexNAc(2)Phos(2) (N)	N		None	H98C58N2O51P2	H98C58N2O51P2	1502	1700.461172	true		true	non_hardcoded
Hex(7)HexNAc(3) (N)	N		None	H109C66N3O50	H109C66N3O50	1514	1743.607882	true		true	non_hardcoded
Hex(7)HexNAc(3)Phos(1) (N)	N		None	H110C66N3O53P	H110C66N3O53P	1521	1823.574213	true		true	non_hardcoded
Hex(7)HexNAc(4) (N)	N		None	H122C74N4O55	H122C74N4O55	1549	1946.687255	true		true	non_hardcoded
Hex(7)HexNAc(6) (N)	N		None	H148C90N6O65	H148C90N6O65	2029	2352.846	true		true	non_hardcoded
Hex(7)HexNAc(6) (ST)	S, T		None	H148C90N6O65	H148C90N6O65	2029	2352.846	true		true	non_hardcoded
Hex(7)Phos(3) (ST)	S, T		None	H73C42O44P3	H73C42O44P3	1690	1374.268757	true		true	non_hardcoded
Hex(8)HexNAc(1) (N)	N		None	H93C56NO45	H93C56NO45	1473	1499.501961	true		true	non_hardcoded
Hex(8)HexNAc(2) (N)	N		None	H106C64N2O50	H106C64N2O50	1504	1702.581333	true		true	non_hardcoded
Hex(8)Phos(3) (ST)	S, T		None	H83C48O49P3	H83C48O49P3	1723	1536.321581	true		true	non_hardcoded
Hex(9) (N)	N		None	H90C54O45	H90C54O45	1953	1458.475412	true		true	non_hardcoded
Hex(9)HexNAc(1) (N)	N		None	H103C62NO50	H103C62NO50	1957	1661.554784	true		true	non_hardcoded
Hex(9)HexNAc(2) (N)	N		None	H116C70N2O55	H116C70N2O55	1531	1864.634157	true		true	non_hardcoded
Hex(9)Phos(3) (ST)	S, T		None	H93C54O54P3	H93C54O54P3	1742	1698.374404	true		true	non_hardcoded
HexA(2)HexNAc(3) (ST)	S, T		None	H55C36N3O27	H55C36N3O27	1942	961.302294	true		true	non_hardcoded
HexN (K)	K		None	H11C6NO4		454	161.068808	true	Hmn	true	non_hardcoded
HexN (N)	N		None	H11C6NO4	H11C6NO4	454	161.068808	true	Hmn	true	non_hardcoded
HexN (ST)	S, T		None	H11C6NO4	H11C6NO4	454	161.068808	true	Hmn	true	non_hardcoded
HexN (W)	W		None	H11C6NO4		454	161.068808	true	Hmn	true	non_hardcoded
HexNAc (C)	C		None	H13C8NO5	H13C8NO5	43	203.079373	true	HNc	true	non_hardcoded
HexNAc (N)	N		None	H13C8NO5	H13C8NO5	43	203.079373	true	HNc	true	non_hardcoded
HexNAc (ST)	S, T		None	H13C8NO5	H13C8NO5	43	203.079373	true	HNc	true	non_hardcoded
HexNAc(1)dHex(1) (N)	N		None	H23C14NO9	H23C14NO9	142	349.137281	true	1NF	true	non_hardcoded
HexNAc(1)dHex(1) (ST)	S, T		None	H23C14NO9	H23C14NO9	142	349.137281	true	1NF	true	non_hardcoded
HexNAc(1)dHex(2) (N)	N		None	H33C20NO13	H33C20NO13	145	495.19519	true	NF2	true	non_hardcoded
HexNAc(1)Kdn(2) (ST)	S, T		None	H41C26NO21	H41C26NO21	1570	703.217108	true		true	non_hardcoded
HexNAc(1)NeuAc(1) (ST)	S, T		None	H30C19N2O13	H30C19N2O13	1434	494.174789	true		true	non_hardcoded
HexNAc(1)NeuGc(1) (ST)	S, T		None	H30C19N2O14	H30C19N2O14	1435	510.169704	true		true	non_hardcoded
HexNAc(1)NeuGc(2) (ST)	S, T		None	H47C30N3O23	H47C30N3O23	1592	817.260035	true		true	non_hardcoded
HexNAc(2) (N)	N		None	H26C16N2O10	H26C16N2O10	143	406.158745	true	1HN	true	non_hardcoded
HexNAc(2) (ST)	S, T		None	H26C16N2O10	H26C16N2O10	143	406.158745	true	1HN	true	non_hardcoded
HexNAc(2)dHex(1) (N)	N		None	H36C22N2O14	H36C22N2O14	147	552.216654	true	2NF	true	non_hardcoded
HexNAc(2)dHex(2) (N)	N		None	H46C28N2O18	H46C28N2O18	150	698.274563	true	NFX	true	non_hardcoded
HexNAc(2)NeuAc(1) (ST)	S, T		None	H43C27N3O18	H43C27N3O18	1568	697.254162	true		true	non_hardcoded
HexNAc(2)NeuAc(1)Sulf(1) (ST)	S, T		None	H43C27N3O21S	H43C27N3O21S	1583	777.210976	true		true	non_hardcoded
HexNAc(2)NeuGc(1) (ST)	S, T		None	H43C27N3O19	H43C27N3O19	1573	713.249076	true		true	non_hardcoded
HexNAc(2)Sulf(1) (ST)	S, T		None	H26C16N2O13S	H26C16N2O13S	1934	486.11556	true		true	non_hardcoded
HexNAc(3) (ST)	S, T		None	H39C24N3O15	H39C24N3O15	1433	609.238118	true		true	non_hardcoded
HexNAc(3)Sulf(1) (ST)	S, T		None	H39C24N3O18S	H39C24N3O18S	1565	689.194932	true		true	non_hardcoded
HexNAc(4) (ST)	S, T		None	H52C32N4O20	H52C32N4O20	1591	812.31749	true		true	non_hardcoded
HexNAc(5) (ST)	S, T		None	H65C40N5O25	H65C40N5O25	1628	1015.396863	true		true	non_hardcoded
His+O(2) (H)	H		None	H7C6N3O3		2027	169.048741	true		true	non_hardcoded
HMVK (C)	C		None	H6C4O2		371	86.036779	true	HMV	true	non_hardcoded
HN2_mustard (C)	C		None	H11C5NO		1388	101.084064	true		true	non_hardcoded
HN2_mustard (H)	H		None	H11C5NO		1388	101.084064	true		true	non_hardcoded
HN2_mustard (K)	K		None	H11C5NO		1388	101.084064	true		true	non_hardcoded
HN3_mustard (C)	C		None	H13C6NO2		1389	131.094629	true		true	non_hardcoded
HN3_mustard (H)	H		None	H13C6NO2		1389	131.094629	true		true	non_hardcoded
HN3_mustard (K)	K		None	H13C6NO2		1389	131.094629	true		true	non_hardcoded
HNE (A)	A		None	H16C9O2		53	156.11503	true	HNE	true	non_hardcoded
HNE (C)	C		None	H16C9O2		53	156.11503	true	HNE	true	non_hardcoded
HNE (H)	H		None	H16C9O2		53	156.11503	true	HNE	true	non_hardcoded
HNE (K)	K		None	H16C9O2		53	156.11503	true	HNE	true	non_hardcoded
HNE (L)	L		None	H16C9O2		53	156.11503	true	HNE	true	non_hardcoded
HNE+Delta:H(2) (C)	C		None	H18C9O2		335	158.13068	true	HN2	true	non_hardcoded
HNE+Delta:H(2) (H)	H		None	H18C9O2		335	158.13068	true	HN2	true	non_hardcoded
HNE+Delta:H(2) (K)	K		None	H18C9O2		335	158.13068	true	HN2	true	non_hardcoded
HNE-BAHAH (C)	C		None	H45C25N5O4S		912	511.319226	true		true	non_hardcoded
HNE-BAHAH (H)	H		None	H45C25N5O4S		912	511.319226	true		true	non_hardcoded
HNE-BAHAH (K)	K		None	H45C25N5O4S		912	511.319226	true		true	non_hardcoded
HNE-Delta:H(2)O (C)	C		None	H14C9O		720	138.104465	true		true	non_hardcoded
HNE-Delta:H(2)O (H)	H		None	H14C9O		720	138.104465	true		true	non_hardcoded
HNE-Delta:H(2)O (K)	K		None	H14C9O		720	138.104465	true		true	non_hardcoded
Homocysteic_acid (M)	M		None	O3 - H2C		1384	33.969094	true		true	non_hardcoded
HPG (R)	R		None	H4C8O2		186	132.021129	true	HPG	true	non_hardcoded
Hydroxamic_acid (DE)	D, E		None	HN		1385	15.010899	true		true	non_hardcoded
Hydroxycinnamyl (C)	C		None	H6C9O2		407	146.036779	true	hCn	true	non_hardcoded
Hydroxyfarnesyl (C)	C		None	H24C15O		376	220.182715	true	HFr	true	non_hardcoded
Hydroxyheme (E)	E		None	H30C34N4O4Fe		436	614.161645	true	hHm	true	non_hardcoded
hydroxyisobutyryl (K)	K		None	H6C4O2		1849	86.036779	true		true	non_hardcoded
Hydroxymethyl (N)	N		None	H2CO		414	30.010565	true	h1M	true	non_hardcoded
HydroxymethylOP (K)	K		None	H4C6O2		886	108.021129	true		true	non_hardcoded
Hydroxytrimethyl (K)	K		None	H7C3O		445	59.04969	true	h3M	true	non_hardcoded
Hypusine (K)	K		None	H9C4NO		379	87.068414	true	Hps	true	non_hardcoded
IASD (C)	C		None	H16C18N2O8S2		1832	452.034807	true		true	non_hardcoded
IBTP (C)	C		None	H21C22P		119	316.138088	true	BTP	true	non_hardcoded
ICAT-D (C)	C		None	H34C20N4O5S		13	442.224991	true	d0I	true	non_hardcoded
ICAT-D:2H(8) (C)	C		None	H26H'8C20N4O5S		12	450.275205	true	d8I	true	non_hardcoded
ICAT-G (C)	C		None	C22H38N4O6S		8	486.251206	true	GG0	true	non_hardcoded
ICAT-H (C)	C		None	C15ClH20NO6		123	345.097915	true	GH0	true	non_hardcoded
ICDID (C)	C		None	C8H10O2		1018	138.06808	true		true	non_hardcoded
ICPL (N-term)		N	None	C6H3NO		365	105.021464	true	IP0	true	non_hardcoded
ICPL:13C(6) (N-term)		N	None	H3C'6NO		364	111.041593	true	IP6	true	non_hardcoded
IDEnT (C)	C		None	H7C9NOCl2		762	214.990469	true		true	non_hardcoded
IED-Biotin (C)	C		None	H22C14N4O3S		294	326.141261	true	IEB	true	non_hardcoded
IGBP (C)	C		None	BrC12H13N2O2		243	296.016039	true	ID0	true	non_hardcoded
IMEHex(2)NeuAc(1) (K)	K		None	H40C25N2O18S		1286	688.199683	true		true	non_hardcoded
IMID (K)	K		None	C3H4N2		94	68.037448	true	IM0	true	non_hardcoded
Iminobiotin (K)	K		None	H15C10N3OS		89	225.093583	true	ImB	true	non_hardcoded
Iminobiotin (N-term)		N	None	H15C10N3OS		89	225.093583	true	ImB	true	non_hardcoded
Iodo (H)	H		None	I - H		129	125.896648	true	Iod	true	non_hardcoded
Iodo (Y)	Y		None	I - H		129	125.896648	true	Iod	true	non_hardcoded
Iodoacetanilide (C)	C		None	C8H7NO		1397	133.052764	true		true	non_hardcoded
Iodoacetanilide (K)	K		None	C8H7NO		1397	133.052764	true		true	non_hardcoded
Iodoacetanilide (N-term)		N	None	C8H7NO		1397	133.052764	true		true	non_hardcoded
iodoTMT (C)	C		None	H28C16N4O3		1341	324.216141	true	iTM	true	non_hardcoded
iodoTMT (D)	D		None	H28C16N4O3		1341	324.216141	true	iTM	true	non_hardcoded
iodoTMT (E)	E		None	H28C16N4O3		1341	324.216141	true	iTM	true	non_hardcoded
iodoTMT (H)	H		None	H28C16N4O3		1341	324.216141	true	iTM	true	non_hardcoded
iodoTMT (K)	K		None	H28C16N4O3		1341	324.216141	true	iTM	true	non_hardcoded
iodoTMT6plex (C)	C		None	H28C12C'4N3N'O3		1342	329.226595	true	iT6	true	non_hardcoded
iodoTMT6plex (D)	D		None	H28C12C'4N3N'O3		1342	329.226595	true	iT6	true	non_hardcoded
